Trip ID,Origin city,Destination,Region,Distance (km),Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
151,Taunsa,Kasur,Punjab,391,26/06/2026,01/07/2026,5,26,Female,Pakistani,1,Leisure,Luxury,112925,Road (Coaster),63323,17895,13360,207503,Summer,PKR
152,Daur,Kot Radha Kishan,Punjab,820,26/04/2025,29/04/2025,3,20,Female,Pakistani,5,Leisure,Budget,19233,Flight,53103,10545,9060,91941,Spring,PKR
153,Muzaffargarh,Bukkur Island,Sindh,380,16/02/2026,18/02/2026,2,46,Male,Pakistani,2,Leisure,Budget,9368,Road (Hiace),41880,4556,3668,59472,Winter,PKR
154,Khairpur,Sethi House,KPK,861,08/11/2026,14/11/2026,6,51,Male,Pakistani,3,Business,Budget,65076,Flight,33065,17622,12960,128723,Autumn,PKR
155,Muzaffargarh,Karak,KPK,471,19/11/2026,29/11/2026,10,42,Female,Pakistani,6,Family,Mid,313680,Road (Coaster),67858,136200,59280,577018,Autumn,PKR
156,Minchanabad,Balakot,KPK,645,30/07/2026,04/08/2026,5,44,Male,Pakistani,5,Adventure,Mid,151320,Flight,45537,47900,28450,273207,Summer,PKR
157,Kahror Pakka,Spin Karez,Balochistan,572,22/02/2025,25/02/2025,3,35,Male,Foreign,5,Leisure,Luxury,260047,Road (Car (SUV)),53245,74378,53071,440741,Winter,PKR
158,Sargodha,Katora Lake,KPK,435,01/05/2025,07/05/2025,6,65,Female,Pakistani,2,Adventure,Mid,59760,Road (Coaster),72339,31560,13548,177207,Spring,PKR
159,Tando Adam,Swat Valley,KPK,1227,25/05/2026,03/06/2026,9,47,Male,Foreign,4,Business,Luxury,721671,Flight,80161,172497,99204,1073533,Spring,PKR
160,Sheikhupura,Multan,Punjab,323,30/10/2025,04/11/2025,5,27,Male,Pakistani,2,Family,Mid,40065,Road (Hiace),35907,17110,11630,104712,Autumn,PKR
161,Hattian Bala,Karoonjhar Mountains,Sindh,1463,22/06/2025,27/06/2025,5,64,Male,Pakistani,2,Family,Budget,28600,Flight,31957,15570,9900,86027,Summer,PKR
162,Chawinda,Ratti Gali Lake,AJK,386,19/02/2025,01/03/2025,10,18,Male,Pakistani,6,Adventure,Budget,108540,Road (Hiace),39033,48540,30660,226773,Winter,PKR
163,Punial,Miandam,KPK,204,15/05/2026,25/05/2026,10,19,Male,Pakistani,5,Family,Budget,155040,Road (Car (Small)),10406,54050,33700,253196,Spring,PKR
164,Risalpur,Vihari,Punjab,597,20/04/2025,23/04/2025,3,24,Female,Pakistani,2,Adventure,Mid,24201,Flight,14601,12204,5772,56778,Spring,PKR
165,Bhan,Mehrgarh,Balochistan,630,02/08/2026,07/08/2026,5,33,Female,Pakistani,3,Leisure,Mid,123230,Flight,22978,21960,13425,181593,Summer,PKR
166,Ladha,Biang Gali,KPK,385,21/12/2026,26/12/2026,5,28,Male,Pakistani,4,Business,Mid,87810,Flight,17804,51620,34820,192054,Winter,PKR
167,Shahrig,Sethi House,KPK,729,18/03/2025,23/03/2025,5,61,Male,Pakistani,5,Leisure,Budget,64320,Flight,41258,20400,22300,148278,Spring,PKR
168,Bannu,Snow Lake (Hispar),Gilgit-Baltistan,777,16/06/2025,23/06/2025,7,54,Male,Pakistani,4,Business,Mid,196826,Road (Car (Small)),41745,50008,45052,333631,Summer,PKR
169,Pabbi,Narowal,Punjab,370,15/12/2025,17/12/2025,2,56,Female,Pakistani,5,Family,Luxury,122082,Flight,26590,22600,24980,196252,Winter,PKR
170,Gol Basti,Tatta Pani,AJK,70,20/01/2026,29/01/2026,9,45,Male,Foreign,5,Family,Budget,129325,Flight,4685,53872,39175,227057,Winter,PKR
171,Bagh,Arif Wala,Punjab,442,21/11/2025,26/11/2025,5,41,Male,Pakistani,1,Business,Mid,41045,Flight,5459,6520,3675,56699,Autumn,PKR
172,Pishin,Kurram Valley,KPK,578,16/04/2025,24/04/2025,8,19,Male,Pakistani,5,Leisure,Mid,346224,Flight,34248,86560,67360,534392,Spring,PKR
173,Mingora,Biafo Glacier,Gilgit-Baltistan,427,27/07/2026,06/08/2026,10,33,Female,Pakistani,2,Family,Budget,41010,Road (Car (Small)),21007,22160,10740,94917,Summer,PKR
174,Sambrial,Gujrat,Punjab,32,03/10/2026,06/10/2026,3,49,Female,Pakistani,2,Family,Budget,7869,Road (Coaster),4993,3636,3012,19510,Autumn,PKR
175,Orangi,Peshawar,KPK,1290,01/09/2026,11/09/2026,10,26,Male,Pakistani,5,Adventure,Mid,283650,Flight,86723,115750,89550,575673,Autumn,PKR
176,Bagh,West Bay Gwadar,Balochistan,1774,30/11/2025,03/12/2025,3,42,Male,Pakistani,3,Leisure,Luxury,147282,Flight,72184,33408,22653,275527,Autumn,PKR
177,Wah Cantonment,Pir Mahal,Punjab,462,27/12/2026,01/01/2027,5,31,Male,Pakistani,6,Leisure,Luxury,420540,Road (Car (SUV)),31778,114840,61110,628268,Winter,PKR
178,Sudhan Gali,Muzaffargarh,Punjab,512,22/01/2026,27/01/2026,5,22,Male,Pakistani,4,Family,Mid,116660,Flight,29258,32560,23120,201598,Winter,PKR
179,Washuk,Bhodesar Temples,Sindh,725,22/04/2025,24/04/2025,2,33,Female,Foreign,3,Adventure,Mid,34737,Road (Coaster),133543,18069,10333,196682,Spring,PKR
180,Bahawalnagar,Hunza Glacier,Gilgit-Baltistan,719,16/08/2025,23/08/2025,7,50,Female,Pakistani,5,Adventure,Mid,235284,Flight,47761,85680,55650,424375,Summer,PKR
181,Okara,Dera Ismail Khan,KPK,318,02/03/2026,09/03/2026,7,23,Male,Foreign,2,Business,Mid,94036,Road (Coaster),61396,30832,21372,207636,Spring,PKR
182,Pasrur,Malam Jabba,KPK,382,28/04/2025,08/05/2025,10,19,Male,Pakistani,1,Adventure,Luxury,299920,Road (Hiace),46086,49130,18570,413706,Spring,PKR
183,Larkana,Burewala,Punjab,686,10/07/2025,13/07/2025,3,58,Female,Pakistani,4,Leisure,Mid,45696,Flight,29679,19920,14472,109767,Summer,PKR
184,Hujra Shah Muqeem,Tirah Valley,KPK,487,06/03/2025,16/03/2025,10,54,Male,Pakistani,2,Business,Mid,117480,Road (Coaster),80841,34660,21360,254341,Spring,PKR
185,Ghanche,Satpara Lake,Gilgit-Baltistan,75,25/08/2026,02/09/2026,8,25,Male,Pakistani,4,Adventure,Luxury,507936,Road (Car (Small)),3394,100704,92032,704066,Summer,PKR
186,Gaggo Mandi,Danyore Rock Carvings,Gilgit-Baltistan,786,03/09/2026,11/09/2026,8,26,Female,Pakistani,4,Adventure,Mid,198432,Flight,37224,59328,43776,338760,Autumn,PKR
187,Khan Bela,Tank,KPK,320,27/09/2026,05/10/2026,8,21,Male,Pakistani,4,Adventure,Budget,73152,Road (Coaster),47988,44000,21056,186196,Autumn,PKR
188,Dargai,Ratti Gali Lake,AJK,242,02/08/2026,07/08/2026,5,19,Female,Pakistani,3,Leisure,Budget,52020,Road (Coaster),36061,16425,7290,111796,Summer,PKR
189,Pasni,Rawalpindi,Punjab,1735,10/07/2026,14/07/2026,4,20,Female,Foreign,4,Adventure,Luxury,160090,Flight,98861,71170,48726,378847,Summer,PKR
190,Kabal,Peshawar Museum,KPK,121,26/03/2026,31/03/2026,5,25,Female,Pakistani,2,Business,Luxury,180150,Road (Car (SUV)),9830,34790,27610,252380,Spring,PKR
191,Sohbatpur,Kalash Valleys,KPK,1013,04/09/2026,11/09/2026,7,52,Male,Pakistani,6,Business,Budget,85995,Flight,67726,55692,36120,245533,Autumn,PKR
192,Batkhela,Phander Valley,Gilgit-Baltistan,272,03/11/2026,10/11/2026,7,26,Female,Pakistani,2,Adventure,Mid,103502,Road (Coaster),44607,28084,22106,198299,Autumn,PKR
193,Moro,Karor Lal Esan,Punjab,677,08/04/2026,13/04/2026,5,22,Female,Foreign,1,Family,Mid,47943,Flight,9845,11066,5657,74511,Spring,PKR
194,Kahror Pakka,Kundian,Punjab,410,13/10/2026,18/10/2026,5,60,Female,Pakistani,1,Family,Budget,14395,Flight,5650,4080,2765,26890,Autumn,PKR
195,Kotri,Khanpur,Punjab,528,03/08/2026,06/08/2026,3,49,Male,Foreign,1,Leisure,Budget,12373,Flight,8388,3672,1057,25490,Summer,PKR
196,Lahore,Mandi Bahauddin,Punjab,195,27/07/2025,01/08/2025,5,62,Male,Pakistani,3,Adventure,Luxury,293620,Road (Hiace),21031,41415,20865,376931,Summer,PKR
197,Arang Kel,Gandhara,KPK,171,03/10/2026,11/10/2026,8,37,Female,Foreign,2,Family,Mid,128610,Road (Car (Small)),9721,31657,14969,184957,Autumn,PKR
198,Gujranwala,Frere Hall,Sindh,1075,04/05/2025,08/05/2025,4,45,Female,Pakistani,4,Leisure,Budget,30920,Flight,51290,26368,14592,123170,Spring,PKR
199,Kunri,Kasur,Punjab,859,19/10/2026,22/10/2026,3,61,Male,Pakistani,5,Leisure,Mid,66096,Road (Car (SUV)),63797,24750,14385,169028,Autumn,PKR
200,Tangi,Alipur,Punjab,740,13/04/2025,15/04/2025,2,26,Female,Pakistani,5,Family,Mid,57102,Flight,48546,15220,7430,128298,Spring,PKR
201,Badin,Blind Lake,Gilgit-Baltistan,1649,15/09/2026,24/09/2026,9,36,Female,Foreign,1,Business,Budget,54570,Flight,21626,13142,4934,94272,Autumn,PKR
202,Dadu,Makhdumpur,Punjab,888,04/09/2025,06/09/2025,2,49,Female,Pakistani,1,Leisure,Luxury,40370,Road (Coaster),156918,4940,3984,206212,Autumn,PKR
203,Miran Shah,Kurram Valley,KPK,138,18/01/2025,23/01/2025,5,55,Male,Pakistani,3,Adventure,Budget,32470,Road (Coaster),21849,18105,9885,82309,Winter,PKR
204,Bhimber,Urak Valley,Balochistan,887,12/10/2025,15/10/2025,3,23,Male,Pakistani,5,Adventure,Luxury,207819,Flight,58025,53970,31035,350849,Autumn,PKR
205,Arang Kel,Pir Ghaib Waterfall,Balochistan,1102,14/11/2025,16/11/2025,2,62,Male,Foreign,2,Leisure,Budget,12317,Flight,28277,4750,3415,48759,Autumn,PKR
206,Banjosa,Toli Pir,AJK,9,13/01/2025,18/01/2025,5,63,Male,Foreign,1,Adventure,Mid,63853,Road (Hiace),1082,15144,7828,87907,Winter,PKR
207,Moro,Kabirwala,Punjab,727,31/01/2025,02/02/2025,2,39,Male,Pakistani,5,Leisure,Budget,23976,Flight,45214,11900,6210,87300,Winter,PKR
208,Samaro,Biang Gali,KPK,1070,20/06/2025,29/06/2025,9,41,Male,Pakistani,1,Leisure,Budget,45756,Flight,11603,7218,3798,68375,Summer,PKR
209,Tando Jan Mohammad,Thandiani,KPK,1218,03/07/2025,09/07/2025,6,20,Female,Foreign,6,Family,Budget,82211,Flight,97876,50195,35537,265819,Summer,PKR
210,Sibi,Quaid e Azam Residency Ziarat,Balochistan,119,03/07/2025,05/07/2025,2,32,Female,Pakistani,4,Leisure,Luxury,109000,Road (Car (Small)),5265,32672,25040,171977,Summer,PKR
211,Bhalwal,Chiniot,Punjab,68,30/09/2026,04/10/2026,4,33,Male,Pakistani,5,Family,Luxury,332544,Road (Car (SUV)),5351,52000,54000,443895,Autumn,PKR
212,Okara,Mianwali,Punjab,292,14/10/2026,18/10/2026,4,62,Male,Pakistani,1,Family,Luxury,107656,Flight,4187,11316,5648,128807,Autumn,PKR
213,Buner,Shandur Pass,Gilgit-Baltistan,226,26/05/2025,31/05/2025,5,63,Male,Pakistani,1,Adventure,Luxury,195155,Road (Coaster),35353,22455,14675,267638,Spring,PKR
214,Dunyapur,Naltar Valley,Gilgit-Baltistan,892,08/02/2026,18/02/2026,10,22,Female,Pakistani,1,Family,Mid,90700,Flight,10645,19840,10980,132165,Winter,PKR
215,Charsadda,Toli Pir,AJK,249,01/12/2025,11/12/2025,10,38,Male,Pakistani,2,Leisure,Luxury,264600,Flight,6184,64920,36360,372064,Winter,PKR
216,Keti Bunder,Fort Abbas,Punjab,912,01/08/2025,05/08/2025,4,46,Male,Pakistani,3,Leisure,Budget,29224,Flight,29946,10932,7920,78022,Summer,PKR
217,Gulshan-e-Maymar,Pakka Qila Hyderabad,Sindh,127,31/12/2025,03/01/2026,3,43,Female,Pakistani,6,Business,Budget,37908,Road (Coaster),19563,16758,17766,91995,Winter,PKR
218,Yazman,Lakki Marwat,KPK,607,05/05/2025,11/05/2025,6,18,Male,Foreign,2,Adventure,Budget,32245,Flight,18448,16414,10437,77544,Spring,PKR
219,Kashmore,Mochi Kot,KPK,881,23/01/2025,28/01/2025,5,22,Male,Pakistani,4,Adventure,Budget,43580,Road (Car (Small)),43811,18500,8420,114311,Winter,PKR
220,Mansehra,Pakka Qila Hyderabad,Sindh,1316,01/12/2026,06/12/2026,5,45,Male,Pakistani,2,Adventure,Budget,26630,Flight,34271,10520,5170,76591,Winter,PKR
221,Gwadar,Hispar Glacier,Gilgit-Baltistan,2016,06/05/2026,15/05/2026,9,21,Male,Pakistani,4,Adventure,Mid,238752,Flight,110378,92736,37980,479846,Spring,PKR
222,Jhang,Haripur,KPK,428,03/01/2026,13/01/2026,10,48,Female,Pakistani,3,Business,Mid,189460,Road (Car (Small)),23337,46590,33780,293167,Winter,PKR
223,Chakwal,Blind Lake,Gilgit-Baltistan,486,27/06/2026,05/07/2026,8,40,Female,Pakistani,2,Adventure,Budget,31896,Road (Car (Small)),27336,17152,10768,87152,Summer,PKR
224,Mingora,Kasur,Punjab,514,30/06/2025,03/07/2025,3,33,Female,Pakistani,6,Business,Luxury,139158,Flight,39609,65520,47412,291699,Summer,PKR
225,Gaggo Mandi,Khalti Lake,Gilgit-Baltistan,796,20/05/2026,26/05/2026,6,52,Male,Pakistani,4,Leisure,Budget,47424,Flight,39866,33984,12288,133562,Spring,PKR
226,North Nazimabad,Gandogar,KPK,1631,14/05/2025,20/05/2025,6,39,Female,Pakistani,3,Leisure,Budget,64824,Flight,62114,17010,14328,158276,Spring,PKR
227,Tando Jan Mohammad,Sara-i-Naurang,KPK,1274,23/12/2026,30/12/2026,7,60,Male,Pakistani,1,Business,Mid,63819,Road (Coaster),203098,12754,10843,290514,Winter,PKR
228,Harnai,Lulusar Lake,KPK,992,01/01/2026,10/01/2026,9,32,Female,Pakistani,2,Family,Mid,122760,Flight,21440,37854,16740,198794,Winter,PKR
229,Usta Muhammad,Leiah,Punjab,456,06/07/2025,08/07/2025,2,56,Male,Pakistani,2,Leisure,Luxury,34608,Flight,10988,11512,10904,68012,Summer,PKR
230,Bin Qasim,Gupis Valley,Gilgit-Baltistan,1495,27/12/2026,01/01/2027,5,60,Female,Foreign,3,Family,Budget,42854,Flight,58407,17578,12563,131402,Winter,PKR
231,Lahore,Langar,KPK,544,06/03/2026,14/03/2026,8,28,Male,Pakistani,4,Business,Mid,141280,Road (Car (SUV)),36043,79392,51424,308139,Spring,PKR
232,Kamoke,Moola Chotok,Balochistan,998,25/09/2025,29/09/2025,4,24,Male,Pakistani,2,Family,Budget,15228,Road (Car (Small)),56428,11680,7856,91192,Autumn,PKR
233,Ghalanai,Makhdumpur,Punjab,490,01/11/2026,06/11/2026,5,28,Female,Pakistani,2,Leisure,Budget,12100,Road (Hiace),49145,7940,5090,74275,Autumn,PKR
234,Kabirwala,Omar Gol,KPK,623,17/07/2026,26/07/2026,9,49,Male,Pakistani,3,Leisure,Mid,187416,Flight,20837,75060,38178,321491,Summer,PKR
235,Palandri,Doraha,KPK,196,30/04/2026,05/05/2026,5,25,Male,Pakistani,4,Family,Luxury,306830,Road (Car (SUV)),13868,63460,56280,440438,Spring,PKR
236,Khan Bela,Gondogoro La,Gilgit-Baltistan,981,27/03/2026,03/04/2026,7,47,Male,Pakistani,3,Leisure,Budget,47544,Flight,37520,18627,15582,119273,Spring,PKR
237,Gilgit,Jatoi,Punjab,838,01/02/2026,03/02/2026,2,51,Male,Pakistani,6,Family,Mid,47580,Flight,70643,20244,10872,149339,Winter,PKR
238,Kamoke,Upper Dir,KPK,504,09/08/2026,18/08/2026,9,61,Female,Pakistani,1,Family,Budget,33156,Flight,5520,9144,7317,55137,Summer,PKR
239,Akora Khattak,Chitral,KPK,224,01/06/2025,11/06/2025,10,56,Male,Pakistani,6,Leisure,Budget,158340,Road (Hiace),23905,72360,40920,295525,Summer,PKR
240,Hoper,Rohillanwali,Punjab,875,26/04/2025,01/05/2025,5,44,Male,Pakistani,5,Leisure,Luxury,363285,Flight,60912,94900,35150,554247,Spring,PKR
241,Daulatpur,Kel,AJK,1474,28/01/2026,04/02/2026,7,59,Female,Pakistani,5,Family,Budget,86688,Flight,97659,42420,16555,243322,Winter,PKR
242,Swabi,Chunian,Punjab,333,09/12/2026,13/12/2026,4,33,Male,Foreign,4,Business,Luxury,145438,Flight,21851,54851,34531,256671,Winter,PKR
243,Mailsi,Darkot Pass,Gilgit-Baltistan,1059,18/05/2025,24/05/2025,6,37,Female,Pakistani,3,Business,Mid,155460,Flight,44758,30276,17856,248350,Spring,PKR
244,Tank,Rawalakot,AJK,370,18/01/2026,27/01/2026,9,21,Female,Pakistani,1,Business,Mid,101736,Road (Car (Small)),21481,15993,14391,153601,Winter,PKR
245,Bhalwal,Kuz Gali,KPK,276,03/02/2025,09/02/2025,6,47,Male,Pakistani,6,Adventure,Budget,88218,Road (Car (Small)),12854,47412,21708,170192,Winter,PKR
246,Bono,Fort Abbas,Punjab,902,01/05/2026,04/05/2026,3,55,Female,Pakistani,3,Adventure,Luxury,115422,Flight,29492,33597,23490,202001,Spring,PKR
247,Khanewal,Booni,KPK,706,08/08/2025,17/08/2025,9,32,Female,Pakistani,6,Adventure,Budget,126279,Road (Car (Small)),32093,71550,22140,252062,Summer,PKR
248,Gujranwala,Shah Jahan Mosque Thatta,Sindh,1123,31/12/2026,04/01/2027,4,63,Female,Pakistani,4,Family,Luxury,264320,Flight,59464,48256,29536,401576,Winter,PKR
249,Bannu,Lake Saif-ul-Malook,KPK,436,08/06/2026,13/06/2026,5,60,Male,Pakistani,6,Business,Budget,51630,Flight,30856,38790,12960,134236,Summer,PKR
250,Shahdadkot,Timargara (Lower Dir),KPK,949,30/10/2026,09/11/2026,10,37,Male,Pakistani,5,Adventure,Luxury,1057230,Flight,51680,205450,144700,1459060,Autumn,PKR
251,Turbat,Kahna Nau,Punjab,1753,05/03/2026,09/03/2026,4,43,Male,Foreign,1,Adventure,Mid,56403,Flight,28438,6796,6200,97837,Spring,PKR
252,Naukot,Shandur Top,KPK,1545,05/11/2026,11/11/2026,6,53,Male,Pakistani,1,Family,Budget,24354,Road (Hiace),161284,8232,4740,198610,Autumn,PKR
253,Kakepota,Jahaz Banda,KPK,646,07/03/2026,14/03/2026,7,39,Male,Pakistani,5,Business,Mid,188244,Road (Car (Small)),29760,86205,29890,334099,Spring,PKR
254,Kot Momin,Bhakkar,Punjab,264,27/06/2026,02/07/2026,5,37,Male,Pakistani,2,Adventure,Luxury,103070,Road (Coaster),45706,30380,23660,202816,Summer,PKR
255,Chobara,Jhang,Punjab,227,07/12/2025,12/12/2025,5,58,Male,Pakistani,6,Leisure,Budget,38400,Road (Car (SUV)),17324,24420,20670,100814,Winter,PKR
256,Burewala,Chilam Chowki,Gilgit-Baltistan,644,11/10/2026,19/10/2026,8,45,Male,Pakistani,4,Family,Budget,82976,Flight,27951,32128,24768,167823,Autumn,PKR
257,Korangi,Leiah,Punjab,1012,19/01/2025,22/01/2025,3,61,Male,Pakistani,6,Adventure,Budget,34164,Flight,73961,17136,8262,133523,Winter,PKR
258,Gilgit,Mahabat Khan Mosque,KPK,367,16/02/2025,21/02/2025,5,37,Male,Pakistani,6,Business,Mid,204390,Road (Coaster),52470,53220,34500,344580,Winter,PKR
259,Haripur,Malakwal,Punjab,162,15/05/2025,18/05/2025,3,31,Female,Pakistani,5,Adventure,Budget,31104,Road (Hiace),16358,9570,7380,64412,Spring,PKR
260,Nagar,Lahore,Punjab,730,01/11/2026,03/11/2026,2,19,Male,Foreign,1,Family,Mid,16401,Flight,9690,4116,2006,32213,Autumn,PKR
261,Mirpur,Qissa Khwani Bazaar,KPK,224,09/11/2026,17/11/2026,8,24,Female,Pakistani,3,Adventure,Mid,141744,Road (Hiace),21548,61128,36864,261284,Autumn,PKR
262,Nazir Town,Talagang,Punjab,137,20/06/2026,24/06/2026,4,30,Male,Foreign,4,Business,Budget,29151,Road (Coaster),21954,20691,7581,79377,Summer,PKR
263,Fort Abbas,Chitral,KPK,998,21/05/2026,31/05/2026,10,27,Male,Foreign,5,Leisure,Mid,299197,Flight,80938,114315,82404,576854,Spring,PKR
264,Pattan,Pakpattan,Punjab,526,10/02/2025,13/02/2025,3,36,Male,Foreign,3,Family,Mid,45428,Road (Car (Small)),31334,20820,13833,111415,Winter,PKR
265,Naukot,Wazirabad,Punjab,1301,06/04/2025,10/04/2025,4,41,Male,Pakistani,1,Family,Mid,38956,Flight,16290,5912,3976,65134,Spring,PKR
266,Shangla,Gulmit,Gilgit-Baltistan,323,26/04/2025,02/05/2025,6,26,Female,Foreign,1,Adventure,Budget,36931,Road (Coaster),61025,8818,5520,112294,Spring,PKR
267,Dera Ghazi Khan,Turtle Beach,Sindh,935,10/05/2026,13/05/2026,3,49,Male,Pakistani,4,Leisure,Budget,37092,Road (Car (SUV)),70182,14652,6072,127998,Spring,PKR
268,Hala,Shandur Top,KPK,1460,19/12/2026,29/12/2026,10,57,Male,Pakistani,6,Adventure,Mid,403110,Flight,112215,137280,57120,709725,Winter,PKR
269,Phander,Hazarganji Chiltan National Park,Balochistan,900,02/06/2026,05/06/2026,3,48,Female,Pakistani,1,Family,Mid,29130,Flight,11503,5907,2553,49093,Summer,PKR
270,Gadap,Haroonabad,Punjab,906,22/03/2025,25/03/2025,3,47,Male,Pakistani,4,Leisure,Luxury,133944,Road (Car (Small)),43608,34164,17316,229032,Spring,PKR
271,Pishin,Malam Jabba,KPK,857,11/09/2026,16/09/2026,5,57,Female,Pakistani,5,Adventure,Mid,176055,Flight,58874,54950,29300,319179,Autumn,PKR
272,Bahrain,Khunjerab Pass,Gilgit-Baltistan,352,07/09/2026,16/09/2026,9,48,Female,Pakistani,3,Family,Budget,70344,Road (Hiace),35859,21654,15498,143355,Autumn,PKR
273,Bahawalnagar,Misgar,Gilgit-Baltistan,777,20/05/2026,26/05/2026,6,26,Female,Foreign,6,Family,Budget,76583,Road (Coaster),141153,39963,18571,276270,Spring,PKR
274,Hala,Mamu Kanjan,Punjab,733,17/02/2025,22/02/2025,5,58,Female,Pakistani,1,Family,Mid,54135,Flight,9232,10895,5580,79842,Winter,PKR
275,Barkhan,Timargara (Lower Dir),KPK,761,20/03/2026,29/03/2026,9,55,Female,Pakistani,2,Adventure,Mid,81459,Flight,19758,30816,21528,153561,Spring,PKR
276,Korangi,Nankana Sahib,Punjab,1172,05/03/2026,10/03/2026,5,56,Female,Foreign,2,Business,Mid,50261,Flight,30175,25028,10282,115746,Spring,PKR
277,Kohlu,Lodhran,Punjab,261,30/12/2026,03/01/2027,4,65,Female,Pakistani,2,Adventure,Budget,13852,Road (Car (SUV)),20591,7176,5208,46827,Winter,PKR
278,Leiah,Alipur Chatha,Punjab,428,29/12/2026,02/01/2027,4,25,Female,Pakistani,5,Family,Mid,137580,Road (Hiace),41535,38540,20540,238195,Winter,PKR
279,Bahawalpur,Balakot,KPK,718,26/01/2026,31/01/2026,5,27,Male,Foreign,1,Adventure,Budget,21387,Flight,11601,6388,4378,43754,Winter,PKR
280,Diplo,Jalalabad,Gilgit-Baltistan,1491,03/02/2025,12/02/2025,9,40,Male,Pakistani,5,Adventure,Mid,340119,Flight,101899,103320,46935,592273,Winter,PKR
281,Digri,Gor Khuttree,KPK,1223,26/01/2026,31/01/2026,5,42,Male,Foreign,3,Leisure,Budget,46104,Flight,58348,17284,12307,134043,Winter,PKR
282,Karachi,Omar Gol,KPK,1792,28/12/2026,07/01/2027,10,59,Male,Foreign,5,Adventure,Mid,321681,Flight,132886,117575,70422,642564,Winter,PKR
283,Dera Din Panah,Layyah,Punjab,60,22/01/2026,24/01/2026,2,20,Male,Pakistani,5,Business,Budget,19176,Road (Car (SUV)),4716,8610,3020,35522,Winter,PKR
284,Ghanche,Dhandh Wildlife Sanctuary,Sindh,1443,18/05/2026,22/05/2026,4,54,Female,Pakistani,1,Business,Mid,34024,Road (Car (SUV)),116997,9864,3476,164361,Spring,PKR
285,Kahror Pakka,Neelum Valley,AJK,668,11/11/2026,17/11/2026,6,39,Male,Pakistani,3,Adventure,Luxury,472596,Flight,28721,85410,47682,634409,Autumn,PKR
286,Gujranwala,Vihari,Punjab,308,02/04/2026,06/04/2026,4,33,Female,Pakistani,5,Adventure,Luxury,314184,Road (Car (Small)),15228,57140,39620,426172,Spring,PKR
287,Pano Aqil,Birir Valley,KPK,893,19/01/2026,28/01/2026,9,50,Female,Pakistani,4,Leisure,Budget,68184,Flight,39811,40608,23868,172471,Winter,PKR
288,Lasbela,Mud Volcano Hingol,Balochistan,144,04/08/2025,06/08/2025,2,60,Female,Foreign,2,Family,Luxury,58114,Road (Coaster),29725,16920,14552,119311,Summer,PKR
289,Kot Radha Kishan,Tatta Pani,AJK,359,06/12/2025,16/12/2025,10,20,Male,Pakistani,1,Adventure,Mid,125710,Road (Hiace),39275,16440,13880,195305,Winter,PKR
290,Chitral,Alipur,Punjab,849,03/02/2026,05/02/2026,2,61,Male,Pakistani,1,Leisure,Mid,21594,Road (Hiace),86491,2492,2634,113211,Winter,PKR
291,Sanghar,Bala Hissar (Peshawar),KPK,1144,25/03/2026,01/04/2026,7,42,Male,Pakistani,1,Family,Budget,27300,Flight,15639,6573,5474,54986,Spring,PKR
292,Jiwani,Jhawarian,Punjab,1490,02/11/2025,05/11/2025,3,61,Female,Pakistani,3,Leisure,Mid,63282,Flight,57492,12096,6534,139404,Autumn,PKR
293,Charsadda,Omar Gol,KPK,237,09/11/2025,14/11/2025,5,31,Female,Foreign,6,Business,Budget,86066,Flight,20834,31901,16271,155072,Autumn,PKR
294,Rojhan,K-2 Base Camp,Gilgit-Baltistan,1083,25/02/2025,06/03/2025,9,53,Male,Pakistani,5,Leisure,Budget,88425,Flight,69800,47520,20250,225995,Winter,PKR
295,North Nazimabad,Paradise Point,Sindh,42,13/04/2025,16/04/2025,3,36,Female,Pakistani,2,Business,Mid,29067,Road (Hiace),4794,12156,9060,55077,Spring,PKR
296,Jatoi,Pyala Lake,KPK,647,15/08/2025,21/08/2025,6,63,Female,Pakistani,4,Business,Luxury,316800,Flight,32099,99792,79128,527819,Summer,PKR
297,Darosh,Phalia,Punjab,458,24/10/2026,27/10/2026,3,56,Male,Pakistani,2,Adventure,Budget,11445,Flight,9954,4068,4032,29499,Autumn,PKR
298,Zhob,Borith Lake,Gilgit-Baltistan,945,16/08/2026,25/08/2026,9,43,Female,Pakistani,2,Leisure,Mid,112068,Flight,21423,46890,23094,203475,Summer,PKR
299,Gilgit,Sharaqpur,Punjab,641,18/05/2025,22/05/2025,4,47,Female,Pakistani,1,Family,Mid,24344,Road (Car (SUV)),47919,7512,3376,83151,Spring,PKR
300,Sangla Hill,Sudhan Gali,AJK,253,07/11/2026,16/11/2026,9,27,Female,Foreign,4,Business,Budget,107105,Road (Car (SUV)),20534,44453,18518,190610,Autumn,PKR
301,Samaro,Arang Kel,AJK,1322,17/02/2025,25/02/2025,8,20,Female,Pakistani,1,Business,Luxury,245024,Flight,16016,28096,18168,307304,Winter,PKR
302,Chikkar,Ayubia,KPK,52,14/06/2026,19/06/2026,5,34,Male,Pakistani,5,Family,Mid,162390,Road (Car (Small)),2367,62425,40275,267457,Summer,PKR
