Trip ID,Destination,Region,Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
173,Laram Top,KPK,2025-07-06,2025-07-12,6,52,Male,Pakistani,2,Business,Mid,51546,Road,16436,40944,6000,114926,Summer,PKR
174,Khaplu Fort,Gilgit-Baltistan,2026-01-06,2026-01-14,8,38,Female,Pakistani,4,Leisure,Mid,110016,Road,1820,97920,9328,219084,Winter,PKR
175,Bhakkar,Punjab,2026-10-09,2026-10-11,2,36,Female,Pakistani,2,Business,Mid,18204,Road,29640,13576,3320,64740,Autumn,PKR
176,Sudhan Gali,AJK,2025-12-24,2026-01-02,9,59,Male,Pakistani,1,Family,Luxury,310284,Road,49136,59562,40275,459257,Winter,PKR
177,Bubind,Gilgit-Baltistan,2025-06-17,2025-06-20,3,56,Male,Pakistani,1,Leisure,Mid,34986,Flight,26743,10110,4551,76390,Summer,PKR
178,Kaghan,KPK,2025-07-24,2025-07-31,7,57,Female,Pakistani,5,Adventure,Mid,80150,Road,20995,80010,13454,194609,Summer,PKR
179,Kalam,KPK,2026-07-12,2026-07-15,3,19,Male,Foreign,5,Family,Luxury,77967,Road,2537,88605,8022,177131,Summer,PKR
180,Minapin,Gilgit-Baltistan,2026-09-30,2026-10-07,7,35,Male,Foreign,4,Leisure,Mid,60858,Road,43008,59304,17115,180285,Autumn,PKR
181,Chitral,KPK,2025-12-30,2026-01-02,3,25,Female,Foreign,1,Family,Budget,9057,Flight,26549,5526,3069,44201,Winter,PKR
182,Patriata,Punjab,2026-12-19,2026-12-22,3,31,Female,Foreign,3,Leisure,Luxury,48060,Road,10483,31419,7281,97243,Winter,PKR
183,Rawalpindi,Punjab,2026-06-26,2026-07-01,5,35,Female,Foreign,3,Business,Budget,19005,Road,30221,20580,3550,73356,Summer,PKR
184,Golden Beach Gwadar,Balochistan,2025-09-18,2025-09-28,10,43,Female,Foreign,4,Leisure,Mid,99400,Road,12236,114920,16210,242766,Autumn,PKR
185,Safari Park Karachi,Sindh,2026-05-30,2026-06-03,4,49,Female,Pakistani,4,Business,Budget,18052,Road,5120,19824,2824,45820,Spring,PKR
186,Badshahi Mosque,Punjab,2025-08-26,2025-08-31,5,56,Male,Pakistani,1,Leisure,Mid,43875,Road,5649,10575,9535,69634,Summer,PKR
187,Derawar Fort,Punjab,2026-02-02,2026-02-04,2,24,Male,Foreign,2,Business,Luxury,38144,Flight,60650,20648,3930,123372,Winter,PKR
188,Khaplu Fort,Gilgit-Baltistan,2025-12-10,2025-12-18,8,24,Female,Pakistani,2,Family,Luxury,262552,Flight,76556,107984,39704,486796,Winter,PKR
189,Gulmit,Gilgit-Baltistan,2025-08-02,2025-08-10,8,35,Female,Foreign,5,Adventure,Mid,77784,Road,6734,126400,19848,230766,Summer,PKR
190,Manchar Lake,Sindh,2026-12-22,2026-12-27,5,19,Female,Foreign,3,Family,Budget,29360,Road,272,26910,5685,62227,Winter,PKR
191,Karoonjhar Mountains,Sindh,2025-03-25,2025-03-27,2,33,Male,Pakistani,2,Adventure,Budget,12848,Road,36933,6824,1400,58005,Spring,PKR
192,Sethi House,KPK,2025-03-10,2025-03-13,3,47,Male,Pakistani,5,Business,Mid,37932,Road,5632,40290,5910,89764,Spring,PKR
193,Kartarpur Corridor,Punjab,2026-05-07,2026-05-09,2,30,Male,Foreign,2,Leisure,Luxury,45658,Road,5742,17176,5782,74358,Spring,PKR
194,Katas Raj Temples,Punjab,2026-11-17,2026-11-21,4,48,Male,Foreign,2,Business,Budget,9156,Road,2310,9304,2600,23370,Autumn,PKR
195,Arang Kel,AJK,2026-05-18,2026-05-20,2,38,Female,Foreign,5,Family,Luxury,68626,Flight,128400,69340,4162,270528,Spring,PKR
196,Laram Top,KPK,2025-12-27,2025-12-30,3,32,Female,Pakistani,3,Business,Budget,9357,Road,7980,19242,3093,39672,Winter,PKR
197,Ishkoman Valley,Gilgit-Baltistan,2026-01-13,2026-01-23,10,18,Female,Foreign,1,Family,Luxury,381230,Road,22491,48280,30730,482731,Winter,PKR
198,Prospect Point Ziarat,Balochistan,2026-11-27,2026-11-29,2,32,Male,Foreign,3,Adventure,Mid,25426,Flight,97563,17256,2646,142891,Autumn,PKR
199,Kutton (Jagged),AJK,2025-07-20,2025-07-28,8,55,Female,Pakistani,2,Business,Mid,113408,Road,46917,53136,10152,223613,Summer,PKR
200,Chappar Gali,KPK,2025-02-27,2025-03-04,5,19,Female,Pakistani,3,Business,Budget,23685,Road,27980,29175,4190,85030,Winter,PKR
201,Cape Monze,Sindh,2026-03-09,2026-03-13,4,46,Female,Pakistani,2,Adventure,Budget,23348,Road,35616,14248,4356,77568,Spring,PKR
202,Khushab,Punjab,2026-02-28,2026-03-06,6,43,Female,Foreign,4,Adventure,Budget,19824,Road,7488,24888,4146,56346,Winter,PKR
203,Dainyor,Gilgit-Baltistan,2026-08-23,2026-08-27,4,47,Male,Foreign,4,Adventure,Mid,32472,Road,25423,62832,5128,125855,Summer,PKR
204,Khaplu,Gilgit-Baltistan,2025-04-06,2025-04-12,6,50,Male,Pakistani,3,Adventure,Luxury,136308,Flight,96921,107262,23898,364389,Spring,PKR
205,Bannu,KPK,2026-09-26,2026-10-03,7,48,Male,Pakistani,4,Adventure,Budget,32886,Road,3801,36064,5810,78561,Autumn,PKR
206,Banjosa Lake,AJK,2025-07-11,2025-07-16,5,22,Female,Foreign,2,Family,Mid,73580,Road,12628,26920,7045,120173,Summer,PKR
207,Shigar Fort,Gilgit-Baltistan,2026-04-18,2026-04-21,3,34,Female,Foreign,4,Leisure,Mid,24516,Road,12068,40704,3663,80951,Spring,PKR
208,Vehari,Punjab,2025-12-25,2026-01-04,10,18,Female,Foreign,1,Business,Budget,33640,Road,17226,15190,6910,72966,Winter,PKR
209,Uch Sharif,Punjab,2025-03-25,2025-03-29,4,49,Female,Foreign,4,Family,Mid,34440,Flight,90696,31728,4584,161448,Spring,PKR
210,Galyat,KPK,2025-07-29,2025-08-02,4,32,Male,Foreign,5,Leisure,Budget,18588,Road,17752,26220,2724,65284,Summer,PKR
211,Bumburet Valley,KPK,2025-11-15,2025-11-22,7,42,Female,Pakistani,2,Adventure,Mid,73395,Road,8788,43526,13314,139023,Autumn,PKR
212,Chipursan Valley,Gilgit-Baltistan,2026-09-03,2026-09-10,7,38,Female,Foreign,3,Adventure,Mid,62664,Road,30531,51786,17220,162201,Autumn,PKR
213,Kasur,Punjab,2026-03-14,2026-03-17,3,25,Male,Foreign,2,Family,Luxury,57327,Road,13593,25278,8235,104433,Spring,PKR
214,Nowshera,KPK,2026-07-26,2026-08-01,6,49,Male,Foreign,4,Family,Mid,63534,Road,13440,62472,10398,149844,Summer,PKR
215,Wazirabad,Punjab,2026-07-15,2026-07-18,3,29,Male,Pakistani,1,Adventure,Mid,33831,Road,13364,8037,3351,58583,Summer,PKR
216,Khanewal,Punjab,2026-06-03,2026-06-08,5,50,Female,Pakistani,5,Business,Budget,12045,Road,6510,35000,4430,57985,Summer,PKR
217,Pharwala Fort,Punjab,2025-05-02,2025-05-07,5,18,Female,Pakistani,2,Leisure,Luxury,129175,Road,8860,40910,14810,193755,Spring,PKR
218,Kohat,KPK,2025-12-16,2025-12-19,3,32,Male,Foreign,3,Adventure,Luxury,81123,Road,23386,55026,12063,171598,Winter,PKR
219,Khabikki Lake,Punjab,2026-05-30,2026-06-09,10,41,Female,Foreign,3,Adventure,Mid,60210,Road,13305,89400,13490,176405,Spring,PKR
220,Mansehra,KPK,2026-09-26,2026-10-03,7,38,Female,Foreign,4,Leisure,Mid,83251,Road,14812,91084,17339,206486,Autumn,PKR
221,Bala Hissar (Gilgit),Gilgit-Baltistan,2026-03-05,2026-03-15,10,46,Female,Foreign,5,Family,Mid,105780,Road,9600,125200,19030,259610,Spring,PKR
222,Burewala,Punjab,2025-07-01,2025-07-08,7,58,Male,Pakistani,3,Family,Mid,76209,Road,23636,39039,8225,147109,Summer,PKR
223,Daska,Punjab,2026-04-23,2026-04-30,7,25,Male,Foreign,1,Business,Mid,61047,Road,4300,23009,7742,96098,Spring,PKR
224,Kot Addu,Punjab,2026-01-22,2026-02-01,10,52,Female,Foreign,1,Adventure,Budget,24190,Road,10956,13290,4530,52966,Winter,PKR
225,Tatta Pani,AJK,2026-03-26,2026-03-28,2,30,Male,Foreign,4,Business,Mid,29592,Road,5380,31720,4260,70952,Spring,PKR
226,Hunza Valley,Gilgit-Baltistan,2025-11-02,2025-11-12,10,46,Female,Pakistani,2,Family,Luxury,394410,Road,10227,123460,31000,559097,Autumn,PKR
227,Garam Chashma,KPK,2025-07-20,2025-07-25,5,40,Male,Pakistani,5,Family,Budget,21095,Flight,75895,37325,2595,136910,Summer,PKR
228,Dhandh Wildlife Sanctuary,Sindh,2025-07-05,2025-07-12,7,26,Female,Pakistani,4,Adventure,Mid,73598,Flight,87516,102088,9583,272785,Summer,PKR
229,Babusar Top,Gilgit-Baltistan,2025-08-16,2025-08-23,7,44,Female,Foreign,3,Adventure,Luxury,240275,Road,1777,109389,17444,368885,Summer,PKR
230,Kalam,KPK,2026-08-08,2026-08-12,4,50,Female,Pakistani,3,Adventure,Mid,37952,Road,47952,36888,8612,131404,Summer,PKR
231,Rabwah,Punjab,2025-02-03,2025-02-13,10,33,Male,Foreign,4,Business,Mid,99420,Road,17503,88720,10650,216293,Winter,PKR
232,Bala Hissar (Gilgit),Gilgit-Baltistan,2025-03-31,2025-04-03,3,56,Male,Foreign,1,Leisure,Mid,41130,Road,34528,11598,6570,93826,Spring,PKR
233,Wazirabad,Punjab,2026-11-23,2026-11-30,7,44,Female,Pakistani,3,Family,Mid,42161,Road,24660,67179,12537,146537,Autumn,PKR
234,Dainyor,Gilgit-Baltistan,2025-06-07,2025-06-14,7,56,Male,Pakistani,4,Business,Mid,103726,Road,6501,69356,14091,193674,Summer,PKR
235,Rama Lake,Gilgit-Baltistan,2025-09-01,2025-09-09,8,45,Male,Foreign,5,Family,Mid,93912,Road,16008,137040,11152,258112,Autumn,PKR
236,Chalta Valley,Gilgit-Baltistan,2025-04-14,2025-04-21,7,53,Female,Foreign,5,Leisure,Mid,85043,Flight,177730,94290,7672,364735,Spring,PKR
237,Karak,KPK,2026-10-30,2026-11-05,6,38,Male,Foreign,1,Family,Mid,48132,Road,28994,22680,14814,114620,Autumn,PKR
238,Khanewal,Punjab,2025-04-11,2025-04-19,8,50,Female,Foreign,1,Business,Luxury,170584,Road,17524,33856,15480,237444,Spring,PKR
239,Passu Cones,Gilgit-Baltistan,2025-03-09,2025-03-17,8,52,Male,Pakistani,5,Family,Mid,66768,Flight,121710,120400,8672,317550,Spring,PKR
240,Jhang,Punjab,2025-03-07,2025-03-09,2,39,Male,Pakistani,2,Business,Budget,5116,Road,7208,6688,1454,20466,Spring,PKR
241,Fort Munro,Punjab,2026-02-19,2026-02-27,8,46,Male,Pakistani,5,Family,Mid,93296,Road,9240,107800,9616,219952,Winter,PKR
242,Bahrain,KPK,2025-08-28,2025-09-04,7,36,Female,Pakistani,1,Business,Mid,79947,Flight,16161,18543,10808,125459,Summer,PKR
243,Pasrur,Punjab,2025-09-20,2025-09-30,10,39,Female,Foreign,1,Leisure,Mid,80690,Flight,19291,26040,19080,145101,Autumn,PKR
244,East Bay Gwadar,Balochistan,2026-09-15,2026-09-19,4,54,Female,Foreign,2,Family,Luxury,91868,Road,32274,38624,6140,168906,Autumn,PKR
245,Chalt,Gilgit-Baltistan,2025-03-28,2025-04-05,8,18,Female,Foreign,1,Leisure,Budget,43608,Road,11780,14136,6024,75548,Spring,PKR
246,Ghoragali,KPK,2025-09-17,2025-09-25,8,31,Male,Foreign,5,Family,Budget,32632,Road,6272,48560,6464,93928,Autumn,PKR
247,Jhelum,Punjab,2026-01-19,2026-01-24,5,54,Female,Foreign,3,Family,Budget,11265,Road,9318,25140,4455,50178,Winter,PKR
248,Qissa Khwani Bazaar,KPK,2025-02-16,2025-02-18,2,53,Female,Pakistani,2,Family,Luxury,75582,Flight,79230,17964,6486,179262,Winter,PKR
249,Prospect Point Ziarat,Balochistan,2025-08-24,2025-08-29,5,25,Male,Pakistani,2,Leisure,Budget,20000,Road,8918,17470,3370,49758,Summer,PKR
250,Mansehra,KPK,2026-01-20,2026-01-26,6,44,Male,Foreign,2,Family,Mid,67848,Road,10626,36972,11898,127344,Winter,PKR
251,Katora Lake,KPK,2025-02-08,2025-02-14,6,27,Female,Foreign,1,Family,Luxury,142290,Road,16302,31056,28218,217866,Winter,PKR
252,Jalalabad,Gilgit-Baltistan,2025-03-30,2025-04-04,5,26,Female,Pakistani,4,Family,Luxury,114375,Flight,139388,133560,14555,401878,Spring,PKR
253,Rawalpindi,Punjab,2025-05-13,2025-05-22,9,36,Male,Foreign,5,Business,Budget,18423,Flight,215020,50940,7317,291700,Spring,PKR
254,Biafo Glacier,Gilgit-Baltistan,2026-01-10,2026-01-20,10,42,Male,Pakistani,4,Family,Mid,131240,Road,17652,141120,10000,300012,Winter,PKR
255,Phander Valley,Gilgit-Baltistan,2026-02-13,2026-02-15,2,44,Male,Foreign,2,Adventure,Mid,20198,Road,22428,8264,2994,53884,Winter,PKR
256,Bagh,AJK,2026-06-03,2026-06-07,4,24,Female,Foreign,4,Adventure,Budget,12792,Road,30164,31392,2992,77340,Summer,PKR
257,Rawat Lake,Punjab,2025-02-14,2025-02-17,3,28,Male,Pakistani,2,Adventure,Mid,20583,Road,27960,15906,3762,68211,Winter,PKR
258,Chalt,Gilgit-Baltistan,2025-05-22,2025-05-28,6,48,Female,Pakistani,5,Family,Luxury,136512,Road,14830,165360,19584,336286,Spring,PKR
259,Mulkhow,KPK,2025-10-13,2025-10-16,3,23,Female,Foreign,3,Business,Mid,25284,Road,32054,32823,5751,95912,Autumn,PKR
260,Nankana Sahib,Punjab,2025-02-15,2025-02-20,5,21,Male,Foreign,3,Adventure,Budget,14500,Road,3868,21720,2830,42918,Winter,PKR
261,Skardu,Gilgit-Baltistan,2025-04-01,2025-04-08,7,48,Female,Pakistani,5,Adventure,Mid,95529,Road,14497,83895,12789,206710,Spring,PKR
262,Lahore Fort,Punjab,2025-10-25,2025-10-29,4,57,Female,Foreign,4,Adventure,Budget,12308,Flight,118524,23888,2116,156836,Autumn,PKR
263,Cholistan Forts,Punjab,2025-08-26,2025-09-05,10,59,Male,Pakistani,5,Business,Luxury,292840,Flight,155795,182500,16230,647365,Summer,PKR
264,K-2 Base Camp,Gilgit-Baltistan,2025-04-20,2025-04-27,7,18,Male,Foreign,5,Leisure,Budget,23177,Road,60902,74270,4193,162542,Spring,PKR
265,Naran,KPK,2025-07-01,2025-07-08,7,49,Female,Pakistani,4,Family,Budget,36001,Road,13941,35028,4557,89527,Summer,PKR
266,Kel,AJK,2026-02-05,2026-02-15,10,58,Female,Foreign,1,Business,Budget,30830,Flight,23329,12060,5480,71699,Winter,PKR
267,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,2025-04-09,2025-04-13,4,18,Male,Foreign,1,Leisure,Mid,58820,Road,11020,13848,4880,88568,Spring,PKR
268,Bahrain,KPK,2025-12-12,2025-12-20,8,47,Female,Pakistani,3,Business,Mid,71784,Road,23896,70680,9008,175368,Winter,PKR
269,Upper Kachura Lake,Gilgit-Baltistan,2025-07-18,2025-07-27,9,25,Female,Foreign,1,Adventure,Mid,127170,Road,25701,29790,12384,195045,Summer,PKR
270,K-2 Base Camp,Gilgit-Baltistan,2025-10-07,2025-10-10,3,28,Male,Foreign,5,Leisure,Luxury,67767,Road,13520,93990,6648,181925,Autumn,PKR
271,Chalt,Gilgit-Baltistan,2025-09-27,2025-10-01,4,48,Female,Foreign,5,Business,Mid,45456,Road,9971,77140,5508,138075,Autumn,PKR
272,Gulmit,Gilgit-Baltistan,2025-05-01,2025-05-08,7,55,Male,Foreign,4,Adventure,Luxury,194971,Road,2515,168056,18074,383616,Spring,PKR
273,Nani Mandir Hinglaj,Balochistan,2026-10-15,2026-10-20,5,30,Male,Foreign,1,Family,Budget,19155,Road,55898,8410,3330,86793,Autumn,PKR
274,Muzaffarabad,AJK,2025-07-24,2025-07-31,7,42,Male,Pakistani,2,Family,Mid,104244,Road,23800,39704,8722,176470,Summer,PKR
275,Mianwali,Punjab,2026-04-10,2026-04-17,7,26,Female,Foreign,2,Business,Budget,14161,Flight,88910,17528,5474,126073,Spring,PKR
276,Kartarpur Corridor,Punjab,2026-03-29,2026-04-06,8,41,Male,Pakistani,3,Business,Budget,27952,Road,22401,47880,6480,104713,Spring,PKR
277,Pakistan Maritime Museum,Sindh,2026-10-17,2026-10-25,8,57,Male,Pakistani,2,Family,Mid,86544,Flight,68294,62096,16032,232966,Autumn,PKR
278,Ayubia,KPK,2025-12-12,2025-12-15,3,24,Female,Pakistani,1,Family,Mid,34590,Road,13076,7422,3987,59075,Winter,PKR
279,Ormara Viewpoint,Balochistan,2025-08-24,2025-08-29,5,49,Male,Foreign,2,Family,Budget,29070,Road,26122,20210,3115,78517,Summer,PKR
280,Gupis Valley,Gilgit-Baltistan,2025-06-14,2025-06-19,5,52,Male,Pakistani,3,Business,Mid,42205,Road,6528,32580,5930,87243,Summer,PKR
281,Rawalakot,AJK,2025-08-27,2025-08-31,4,31,Male,Pakistani,4,Business,Budget,14820,Road,3590,28192,3508,50110,Summer,PKR
282,Rawalpindi,Punjab,2026-04-25,2026-04-29,4,59,Female,Pakistani,1,Leisure,Luxury,65124,Flight,34535,15460,6608,121727,Spring,PKR
283,Balakot,KPK,2025-12-28,2026-01-04,7,20,Female,Pakistani,5,Adventure,Luxury,187222,Road,6787,224980,28252,447241,Winter,PKR
284,Chagai Hills,Balochistan,2025-01-28,2025-02-01,4,57,Female,Foreign,2,Business,Mid,35832,Road,35730,20136,4956,96654,Winter,PKR
285,Chalta Valley,Gilgit-Baltistan,2025-02-21,2025-02-25,4,30,Female,Pakistani,1,Family,Budget,20996,Flight,17972,8424,3268,50660,Winter,PKR
286,Katas Raj Temples,Punjab,2026-02-20,2026-02-22,2,38,Female,Pakistani,1,Business,Mid,13212,Road,20748,4104,1878,39942,Winter,PKR
287,Spin Khwar,KPK,2025-04-07,2025-04-14,7,25,Female,Pakistani,1,Leisure,Mid,91980,Road,48960,27083,13531,181554,Spring,PKR
288,Dera Ismail Khan,KPK,2025-11-24,2025-11-27,3,35,Male,Foreign,4,Leisure,Budget,15057,Road,9864,24900,3270,53091,Autumn,PKR
289,Faiz Mahal Khairpur,Sindh,2025-03-13,2025-03-17,4,23,Male,Pakistani,3,Family,Budget,24124,Road,8257,14904,3184,50469,Spring,PKR
290,Charsadda,KPK,2025-02-14,2025-02-17,3,23,Male,Pakistani,5,Adventure,Budget,11487,Road,8666,32670,2802,55625,Winter,PKR
291,Khalti Lake,Gilgit-Baltistan,2026-10-20,2026-10-27,7,49,Male,Pakistani,3,Leisure,Mid,88557,Road,12381,82257,14063,197258,Autumn,PKR
292,Kutton (Jagged),AJK,2025-11-18,2025-11-22,4,52,Female,Foreign,4,Adventure,Luxury,97268,Road,7795,68352,17316,190731,Autumn,PKR
293,Haldik,Gilgit-Baltistan,2025-11-24,2025-11-30,6,35,Male,Foreign,4,Business,Budget,32886,Road,49846,35184,3432,121348,Autumn,PKR
294,Hazarganji Chiltan National Park,Balochistan,2026-12-10,2026-12-18,8,57,Male,Pakistani,2,Family,Luxury,266944,Road,13176,94032,30872,405024,Winter,PKR
295,Dera Ismail Khan,KPK,2026-11-15,2026-11-20,5,45,Male,Foreign,1,Adventure,Luxury,197295,Road,2350,29870,24485,254000,Autumn,PKR
296,Bala Hissar,Punjab,2025-05-20,2025-05-25,5,28,Female,Foreign,3,Business,Budget,18500,Road,29636,22665,2105,72906,Spring,PKR
297,Mankial,KPK,2025-11-12,2025-11-20,8,47,Male,Pakistani,4,Family,Luxury,263872,Road,13764,223744,37616,538996,Autumn,PKR
298,Passu Cones,Gilgit-Baltistan,2025-12-26,2026-01-05,10,46,Male,Pakistani,1,Business,Mid,146940,Road,34986,27850,16660,226436,Winter,PKR
299,Virawah,Sindh,2025-11-25,2025-11-30,5,27,Female,Foreign,2,Family,Mid,50360,Road,30321,28510,8555,117746,Autumn,PKR
300,Kallar Kahar,Punjab,2025-08-25,2025-08-28,3,20,Male,Pakistani,5,Leisure,Luxury,82989,Road,3590,51555,9834,147968,Summer,PKR
301,Mohatta Palace,Sindh,2025-08-08,2025-08-16,8,50,Male,Foreign,1,Family,Budget,45960,Flight,25908,19480,5856,97204,Summer,PKR
302,Spin Karez,Balochistan,2026-07-13,2026-07-18,5,57,Female,Pakistani,4,Family,Luxury,166215,Road,12160,113020,17700,309095,Summer,PKR
303,Punial Valley,Gilgit-Baltistan,2026-01-06,2026-01-16,10,45,Female,Pakistani,1,Adventure,Mid,136430,Road,62604,39110,20790,258934,Winter,PKR
304,Punial Valley,Gilgit-Baltistan,2025-08-12,2025-08-15,3,43,Female,Pakistani,2,Business,Mid,32664,Flight,52590,12570,6639,104463,Summer,PKR
305,Shrine of Shah Abdul Latif Bhittai,Sindh,2025-11-03,2025-11-10,7,60,Female,Foreign,1,Leisure,Luxury,133672,Flight,34695,43897,21973,234237,Autumn,PKR
306,Dera Ismail Khan,KPK,2025-05-18,2025-05-25,7,54,Female,Foreign,5,Business,Mid,66241,Flight,209605,129325,11725,416896,Spring,PKR
307,Karimabad,Gilgit-Baltistan,2025-08-07,2025-08-12,5,39,Male,Foreign,2,Family,Budget,19240,Flight,42322,19290,4275,85127,Summer,PKR
308,Kharan Desert,Balochistan,2026-07-27,2026-08-01,5,25,Male,Pakistani,3,Family,Budget,17650,Road,17995,25545,4890,66080,Summer,PKR
309,Langar,KPK,2025-08-16,2025-08-25,9,19,Female,Foreign,5,Business,Mid,87714,Flight,211225,167040,21141,487120,Summer,PKR
310,Juniper Forest Ziarat,Balochistan,2026-08-16,2026-08-21,5,56,Male,Foreign,1,Business,Mid,62980,Road,20013,19525,6480,108998,Summer,PKR
311,Keti Bandar,Sindh,2026-08-01,2026-08-03,2,36,Male,Foreign,1,Adventure,Mid,24766,Road,34086,5758,4824,69434,Summer,PKR
312,Musk Deer National Park,KPK,2025-03-07,2025-03-11,4,32,Male,Pakistani,5,Family,Mid,50488,Road,5259,71980,5328,133055,Spring,PKR
313,Passu Cones,Gilgit-Baltistan,2025-09-30,2025-10-08,8,37,Male,Foreign,4,Adventure,Luxury,230152,Flight,99620,154656,35088,519516,Autumn,PKR
314,Barpu,Gilgit-Baltistan,2025-03-26,2025-04-04,9,24,Female,Pakistani,1,Leisure,Budget,42651,Road,7602,15966,10080,76299,Spring,PKR
315,Salmanabad,Gilgit-Baltistan,2026-04-15,2026-04-20,5,43,Male,Foreign,1,Business,Mid,50930,Road,8150,14635,7745,81460,Spring,PKR
316,Dunyapur,Punjab,2026-04-17,2026-04-24,7,58,Female,Foreign,4,Family,Mid,47425,Road,8008,92456,8008,155897,Spring,PKR
317,Birir Valley,KPK,2025-06-29,2025-07-08,9,25,Male,Pakistani,1,Business,Mid,73161,Flight,17932,19485,18099,128677,Summer,PKR
318,Pakka Qila Hyderabad,Sindh,2025-02-28,2025-03-04,4,28,Female,Foreign,3,Business,Mid,41728,Flight,121266,26676,4072,193742,Winter,PKR
319,Tomb of Shah Rukn-e-Alam,Punjab,2025-06-16,2025-06-20,4,22,Male,Foreign,4,Adventure,Budget,15320,Road,8420,25376,2164,51280,Summer,PKR
320,Musk Deer National Park,KPK,2026-07-02,2026-07-05,3,38,Male,Foreign,5,Leisure,Mid,41442,Road,5381,39975,7302,94100,Summer,PKR
321,Wah Cantonment,Punjab,2026-04-17,2026-04-20,3,47,Female,Pakistani,4,Adventure,Budget,7383,Road,7284,12276,2454,29397,Spring,PKR
322,Khushab,Punjab,2025-02-17,2025-02-19,2,47,Male,Foreign,3,Family,Luxury,34634,Road,3661,31722,3710,73727,Winter,PKR
323,Madyan,KPK,2025-12-02,2025-12-11,9,52,Female,Foreign,4,Adventure,Mid,101520,Road,7251,131904,14229,254904,Winter,PKR
324,Tarishing Valley,Gilgit-Baltistan,2025-01-28,2025-01-30,2,28,Male,Pakistani,2,Family,Mid,22752,Flight,81090,13232,3996,121070,Winter,PKR
325,Faisalabad,Punjab,2026-07-07,2026-07-16,9,50,Male,Foreign,2,Business,Mid,61074,Road,15600,33498,15858,126030,Summer,PKR
326,Chappar Gali,KPK,2025-11-29,2025-12-09,10,48,Female,Foreign,2,Business,Budget,53620,Road,1458,43780,10580,109438,Autumn,PKR
327,Gandhara,KPK,2026-09-30,2026-10-05,5,33,Female,Foreign,3,Leisure,Luxury,154145,Road,1713,99840,15170,270868,Autumn,PKR
328,Gujrat,Punjab,2026-11-13,2026-11-20,7,47,Female,Foreign,2,Family,Luxury,134785,Road,16200,83482,16681,251148,Autumn,PKR
329,Spin Khwar,KPK,2026-11-09,2026-11-15,6,48,Female,Pakistani,3,Family,Mid,56730,Road,7342,65790,14346,144208,Autumn,PKR
330,Gujrat,Punjab,2026-11-28,2026-12-03,5,29,Female,Foreign,3,Leisure,Mid,50610,Road,13166,44910,8005,116691,Autumn,PKR
331,Ganga Lake (Chitta Katha),AJK,2025-03-31,2025-04-05,5,47,Male,Pakistani,1,Family,Luxury,195960,Road,29145,28445,16500,270050,Spring,PKR
332,Kel,AJK,2026-07-05,2026-07-13,8,52,Male,Pakistani,3,Leisure,Mid,95672,Road,3192,87840,11176,197880,Summer,PKR
333,Pakka Qila Hyderabad,Sindh,2026-10-24,2026-11-03,10,50,Female,Pakistani,3,Leisure,Mid,71770,Road,2656,75870,10360,160656,Autumn,PKR
334,Bannu,KPK,2026-05-19,2026-05-29,10,56,Male,Pakistani,2,Leisure,Budget,42930,Road,15504,43840,8790,111064,Spring,PKR
335,Hazarganji Chiltan National Park,Balochistan,2026-03-22,2026-03-31,9,30,Female,Foreign,3,Adventure,Luxury,270567,Road,21827,135324,34209,461927,Spring,PKR
336,Arang Kel,AJK,2025-07-21,2025-07-24,3,31,Male,Foreign,5,Adventure,Budget,12684,Road,24678,31995,2520,71877,Summer,PKR
337,Musk Deer National Park,KPK,2026-07-27,2026-07-31,4,47,Male,Pakistani,5,Business,Mid,39968,Road,24096,77140,5980,147184,Summer,PKR
338,Shandur Pass,Gilgit-Baltistan,2026-06-14,2026-06-17,3,54,Female,Pakistani,3,Adventure,Mid,24750,Road,17382,35217,4746,82095,Summer,PKR
339,Haripur,KPK,2025-03-24,2025-04-02,9,60,Female,Pakistani,5,Adventure,Mid,127629,Road,4502,152550,21186,305867,Spring,PKR
340,Galyat,KPK,2026-03-28,2026-04-04,7,27,Female,Pakistani,3,Family,Mid,89607,Road,4508,69153,7175,170443,Spring,PKR
341,Parachinar,KPK,2026-09-01,2026-09-04,3,45,Female,Foreign,5,Family,Mid,29181,Flight,145775,51720,6009,232685,Autumn,PKR
342,Ormara Viewpoint,Balochistan,2026-02-08,2026-02-12,4,24,Female,Pakistani,1,Leisure,Mid,49484,Road,22260,12740,8004,92488,Winter,PKR
343,Dunyapur,Punjab,2026-07-03,2026-07-09,6,60,Female,Foreign,1,Family,Mid,60924,Road,5046,20946,6546,93462,Summer,PKR
344,Hattian Bala,AJK,2025-08-09,2025-08-15,6,46,Female,Pakistani,1,Leisure,Mid,60480,Road,7020,21072,9144,97716,Summer,PKR
345,Talagang,Punjab,2025-01-14,2025-01-20,6,25,Male,Pakistani,2,Family,Mid,49536,Road,13072,39936,6900,109444,Winter,PKR
